SL1344_v1	EEP	MEP	LEP	ESP	LSP	25C	NaCl	Bile	Low_Fe	NoO2S	NoO2	Oxygen	NonSPI2	InSPI2	Peroxide	NO	Macrophage
SL1344_2542	127.77	107.92	74.45	58.68	4.26	148.37	26.53	149.81	38.10	27.10	43.43	79.83	96.28	56.38	10.26	36.46	76.44
SL1344_0023	3.53	1.34	1.39	2.00	2.73	1.08	1.14	1.82	0.94	1.83	1.22	2.31	1.48	1.02	0.49	2.06	1.89
SL1344_0249	56.72	55.03	37.12	34.10	3.83	64.77	32.50	80.26	54.59	37.98	34.42	37.98	36.91	36.93	9.33	24.79	60.44
SL1344_2543	151.26	151.37	106.93	85.86	28.33	166.15	66.93	201.26	46.42	46.41	83.24	105.31	123.59	97.78	28.72	68.90	117.63
SL1344_2544	140.87	123.77	97.02	74.58	6.68	120.32	28.95	190.81	81.45	31.80	40.63	77.66	99.03	88.95	23.34	59.81	189.98
SL1344_2545	123.30	116.42	92.73	73.46	6.86	101.55	26.69	174.19	54.76	28.62	44.00	90.65	104.38	73.61	17.06	43.19	143.01
SL1344_2546	12.73	17.07	18.64	12.58	3.87	10.81	40.57	26.46	20.29	12.24	16.65	21.90	27.07	101.48	7.90	43.84	187.17
SL1344_2547	15.20	9.19	36.43	126.68	16.46	2.99	77.81	10.21	5.34	28.33	20.62	29.03	21.80	164.69	40.83	156.38	581.36
SL1344_ncRNA_163	548.13	541.53	656.74	582.92	17.07	445.93	745.29	40.45	633.79	946.43	911.94	705.13	631.45	881.09	977.31	946.37	317.24
SL1344_2549	7.18	10.33	14.56	14.19	25.86	12.63	33.73	12.59	0.88	3.45	5.61	23.73	15.33	118.22	42.06	64.49	169.54
SL1344_0250	30.94	18.14	14.45	10.53	2.62	52.18	4.91	21.14	12.08	10.10	8.40	11.30	11.60	8.15	4.78	10.38	27.62
SL1344_2550	0.89	0.22	0.67	0.69	0.73	0.00	0.41	0.37	0.39	0.00	0.12	0.18	0.23	0.09	0.09	0.44	1.04
SL1344_2551	1.64	1.03	1.27	1.59	2.27	0.42	1.45	1.04	1.27	1.07	0.74	0.64	0.91	0.55	0.26	1.33	1.52
SL1344_2552	0.78	0.27	0.74	1.06	2.08	0.07	0.45	0.48	1.01	1.15	0.66	0.54	0.39	0.40	0.18	0.99	0.54
SL1344_2552A	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_2553	2.01	0.37	0.43	0.86	3.01	0.36	0.39	0.66	0.58	1.05	0.73	0.71	0.81	0.39	0.25	0.79	1.35
SL1344_2554	1.49	0.70	1.02	1.09	3.26	1.19	1.48	1.43	0.35	0.60	0.84	0.90	0.82	0.62	0.66	0.90	2.44
SL1344_2555	3.48	2.21	2.09	2.53	5.23	2.33	2.11	3.68	1.82	2.12	2.96	1.80	2.16	1.98	1.16	2.38	3.14
SL1344_2556	4.51	3.35	3.78	4.46	2.76	2.83	5.48	6.85	5.13	8.26	3.42	4.03	4.30	3.90	1.83	3.56	8.15
SL1344_2557	5.85	5.53	7.19	8.26	4.39	3.39	7.99	9.32	4.08	5.35	10.14	9.52	7.11	6.43	3.89	5.78	9.18
SL1344_2558	2.14	1.53	1.62	2.24	2.26	1.03	0.77	3.23	1.83	3.76	3.02	2.54	1.81	1.45	1.10	2.20	3.34
SL1344_0251	3.65	4.06	4.03	5.78	4.15	2.91	9.54	6.24	7.35	28.01	4.32	3.95	3.19	2.70	5.96	6.56	5.63
SL1344_ncRNA_164	24.17	36.72	26.53	24.79	15.58	81.81	92.76	6.71	101.85	90.81	46.48	24.98	41.04	53.93	61.53	46.86	15.37
SL1344_2559	2.25	1.86	0.70	0.88	2.11	0.55	0.76	1.82	0.95	0.31	0.65	1.69	0.70	0.48	0.00	0.23	1.56
SL1344_2560	2.93	0.82	0.42	1.78	3.66	0.43	0.00	1.08	0.57	0.74	1.38	1.48	0.56	0.64	0.14	0.83	1.79
SL1344_2561	3.96	2.18	3.17	4.50	2.91	2.19	5.28	5.35	5.00	7.07	5.66	4.27	3.79	3.38	3.72	5.58	8.43
SL1344_2562	2.72	1.30	3.02	4.65	2.85	3.21	3.57	4.27	2.79	4.39	4.08	3.44	3.96	3.52	3.33	6.47	11.27
SL1344_2563	120.34	177.49	196.42	190.32	23.02	373.91	223.92	140.12	341.27	240.43	339.16	270.30	197.07	240.12	211.88	243.77	54.28
SL1344_2564	2.89	0.90	2.95	4.17	3.96	1.34	1.45	3.33	4.52	3.38	4.71	3.86	2.83	1.05	1.38	3.10	5.60
SL1344_2565	5.36	2.55	3.59	7.18	8.02	1.12	3.12	6.33	5.07	7.65	7.83	6.79	4.73	2.24	7.25	6.87	9.59
SL1344_2566	4.11	1.99	3.52	5.27	6.37	0.72	2.99	6.36	2.91	1.63	3.42	4.14	3.81	2.24	2.08	2.44	5.99
SL1344_2567	3.31	1.58	3.32	4.66	4.51	1.34	2.67	2.64	2.18	4.37	4.44	5.01	3.31	2.79	3.22	4.02	5.11
SL1344_0252	6.72	1.88	2.15	3.38	6.56	1.83	2.34	3.58	3.43	5.82	2.61	1.99	2.22	1.33	0.95	2.77	7.88
SL1344_2568	2.04	0.94	0.95	1.32	3.47	0.49	0.34	0.82	1.51	3.94	1.77	1.38	0.89	1.02	1.08	2.63	3.06
SL1344_2569	2.58	0.52	0.44	1.33	3.50	0.69	0.72	0.67	0.80	1.70	0.96	0.92	0.59	0.77	0.78	1.12	2.60
SL1344_2570	2.97	1.23	1.60	3.03	3.12	0.76	0.91	1.81	1.84	6.43	2.54	2.02	1.84	1.47	1.42	2.38	4.72
SL1344_2571	4.43	0.64	0.54	3.76	5.34	0.85	0.59	1.76	0.37	0.96	2.01	2.61	2.39	1.74	0.26	1.98	4.96
SL1344_2572	3.09	1.01	1.54	1.88	2.68	1.16	1.30	1.96	0.97	1.11	1.83	2.28	1.74	1.43	0.44	1.67	2.93
SL1344_2573	1.77	0.36	0.50	1.18	0.99	0.32	0.22	0.65	0.41	0.18	0.50	0.78	0.32	0.18	0.10	0.67	1.55
SL1344_2574	18.73	16.54	14.26	16.30	11.11	7.71	34.56	18.32	10.98	55.80	17.16	12.05	14.87	4.65	6.92	12.58	8.08
SL1344_ncRNA_165	77.44	88.48	126.45	141.66	115.46	38.94	102.22	103.67	88.48	141.02	159.41	89.75	113.37	304.81	373.56	327.03	534.21
SL1344_2575	1.36	0.96	0.35	1.10	1.53	1.09	0.51	0.45	0.79	1.65	1.15	0.45	0.56	0.96	0.56	0.93	2.76
SL1344_2576	2.70	0.72	0.61	2.03	2.53	0.57	1.32	1.26	1.98	3.03	1.66	1.53	0.88	0.56	1.06	1.46	2.11
SL1344_0253	21.68	24.46	26.62	38.26	15.61	16.75	66.86	60.70	108.73	84.54	66.98	54.31	39.40	25.22	21.03	61.88	35.98
SL1344_2577	8.80	8.25	50.27	49.36	4.13	4.76	9.58	11.54	17.95	19.09	24.72	81.48	14.36	12.92	3.11	12.15	6.98
SL1344_ncRNA_166	16.12	10.53	25.61	21.51	26.08	13.90	32.40	7.22	11.78	19.78	31.16	18.70	14.12	30.38	26.36	65.99	48.15
SL1344_ncRNA_167	524.33	537.04	886.65	989.59	8798.11	414.16	705.71	315.65	422.21	778.03	814.87	746.60	1031.68	2510.08	2003.18	2520.30	553.63
SL1344_ncRNA_168	612.20	988.16	749.89	333.74	962.53	546.56	1623.66	757.37	626.47	829.81	621.68	637.74	486.41	553.36	1237.93	821.51	518.63
SL1344_2578	37.29	36.96	24.33	6.73	2.78	17.23	22.49	32.94	10.87	5.03	13.91	27.44	10.51	5.01	2.09	9.02	9.38
SL1344_ncRNA_169	5767.82	6672.64	6914.92	3185.78	28868.70	3150.50	8375.89	720.40	5798.42	5822.76	5055.23	5059.68	8991.22	13595.95	13289.37	8668.74	3295.82
SL1344_ncRNA_170	1113.44	1531.46	1244.78	296.12	112.50	729.76	1296.78	391.31	1432.69	330.40	640.83	919.17	895.45	1295.69	684.62	1018.47	335.18
SL1344_2579	2.66	0.48	0.24	1.35	2.76	0.38	0.71	0.95	0.44	2.02	0.70	0.71	0.91	0.82	0.39	1.46	2.01
SL1344_2580	0.92	0.00	0.00	0.65	1.29	0.61	0.00	0.51	0.00	0.00	0.00	0.00	0.32	0.00	0.00	0.26	1.17
SL1344_0254	13.42	7.18	6.64	9.40	7.82	9.92	10.39	10.93	15.90	20.81	28.57	15.44	13.13	9.88	7.21	28.62	21.91
SL1344_2581	0.74	0.00	0.00	0.30	1.58	0.56	0.20	0.35	0.12	0.16	0.22	0.35	0.36	0.25	0.09	0.36	0.89
SL1344_2582	16.74	26.46	26.59	16.74	7.50	26.38	17.26	14.45	33.47	62.81	28.40	23.98	18.63	22.59	23.23	23.62	10.44
SL1344_2583	14.50	16.52	15.30	14.78	7.77	13.50	31.31	10.06	15.95	41.37	25.27	13.70	15.49	21.73	15.06	23.58	16.79
SL1344_2584	4.96	6.14	5.43	5.77	5.94	3.32	31.28	3.67	3.20	16.35	7.31	5.24	2.84	3.68	8.47	5.49	2.69
SL1344_ncRNA_171	2768.94	2501.82	2290.87	1346.49	520.88	1362.76	3788.62	349.79	2770.77	2064.22	2054.29	1501.49	1518.34	1519.08	2976.61	1796.54	292.46
SL1344_2592	3.09	0.87	0.88	1.22	2.41	0.00	4.47	1.91	0.40	0.52	0.91	0.28	0.83	0.67	0.71	0.78	1.02
SL1344_0255	198.06	158.78	225.04	192.82	22.51	179.12	45.01	232.58	24.51	45.24	59.84	228.10	497.12	162.24	18.31	54.38	250.39
SL1344_2596	2.07	0.42	0.00	0.20	1.55	0.00	6.94	2.30	0.00	0.63	0.00	0.00	0.28	0.32	0.00	0.00	0.35
SL1344_2597A	0.23	0.00	0.15	0.19	0.49	0.15	0.00	0.00	0.27	0.35	0.12	0.10	0.16	0.05	0.24	0.33	0.10
SL1344_2598	0.54	0.00	0.00	0.26	0.76	0.36	0.00	0.30	0.00	0.00	0.00	0.00	0.18	0.00	0.22	0.15	0.23
SL1344_0256	11.91	9.90	11.36	14.36	3.59	10.58	13.13	20.21	10.87	14.36	12.99	16.03	15.85	11.81	7.99	11.38	25.20
SL1344_2599	1.81	1.14	1.36	1.40	3.18	0.00	2.52	0.50	1.84	2.06	0.96	1.31	1.24	1.77	0.56	1.16	1.44
SL1344_2600	10.34	10.16	6.80	6.24	5.19	7.82	6.71	13.69	6.13	4.85	3.88	9.16	8.59	4.84	2.04	5.06	18.34
SL1344_2601	23.86	20.90	17.68	21.16	8.30	25.99	26.69	30.22	15.74	28.15	34.56	28.26	28.03	42.06	11.14	26.93	155.62
SL1344_2602	51.18	47.95	43.50	49.29	18.96	49.84	68.23	81.39	53.71	51.92	79.80	62.36	51.83	58.69	51.86	64.34	353.12
SL1344_2603	72.50	65.92	67.69	99.22	37.61	72.25	160.08	108.29	100.35	107.03	150.27	100.94	81.60	90.20	143.59	128.19	1235.83
SL1344_2604	91.90	88.20	97.66	141.69	52.67	90.33	253.05	142.26	177.81	176.21	208.26	140.69	117.43	135.08	179.96	173.19	1233.55
SL1344_2605	3.96	2.33	3.90	3.61	3.71	3.02	4.79	3.61	2.71	4.94	3.07	5.53	19.41	20.87	5.00	23.73	6.85
SL1344_2606	22.65	22.85	18.28	15.87	5.80	19.22	22.85	39.00	14.38	6.23	15.16	23.19	25.53	17.56	3.98	10.46	34.34
SL1344_2607	96.40	77.06	47.29	25.77	7.49	74.66	25.97	96.02	15.72	35.89	17.62	38.92	46.65	26.28	7.64	13.45	41.48
SL1344_2608	11.28	6.87	9.85	10.80	8.31	5.73	18.47	13.49	12.54	24.56	9.77	10.22	7.81	6.84	27.19	11.38	32.91
SL1344_0257	13.52	11.98	12.57	17.85	12.34	14.63	16.71	18.18	18.09	43.85	18.87	17.65	16.39	12.14	16.26	21.26	13.46
SL1344_2609	6.78	2.99	4.87	4.16	8.00	1.02	3.87	5.59	3.94	3.83	2.55	6.24	3.84	4.81	17.46	6.72	6.03
SL1344_2610	8.05	17.15	26.57	837.38	7.86	6.50	16.22	14.34	8.38	687.77	1667.86	36.31	9.46	23.15	8.08	29.01	14.64
SL1344_2611	40.63	45.02	40.63	50.48	10.66	40.50	122.76	84.88	59.03	82.39	58.23	52.08	49.29	43.13	40.59	57.60	45.42
SL1344_2612	68.29	54.18	25.30	23.09	8.19	122.94	15.78	74.34	16.05	10.84	10.77	18.74	27.98	14.86	2.83	22.34	25.59
SL1344_2613	154.00	195.53	138.88	84.98	91.54	139.74	229.80	167.66	258.62	93.04	308.07	133.53	133.65	74.41	2262.88	150.54	59.63
SL1344_2614	27.95	29.74	21.03	18.05	3.98	17.93	12.30	35.87	21.40	12.79	25.64	25.45	22.47	20.30	18.76	10.21	25.57
SL1344_2615	16.73	17.48	32.69	41.44	10.62	10.43	16.26	46.36	41.30	38.53	26.07	21.47	16.40	12.12	6.08	17.81	21.50
SL1344_2616	100.07	79.90	71.04	63.12	10.40	84.46	37.56	122.48	37.45	39.23	54.74	76.04	81.09	57.02	9.18	45.55	97.86
SL1344_2617	24.65	14.09	16.86	21.46	6.52	23.12	5.18	30.25	8.78	15.12	13.29	17.42	14.63	17.00	0.83	9.73	28.48
SL1344_2618	7.70	3.95	6.72	8.78	10.00	3.83	25.25	7.62	13.31	6.61	7.96	8.45	9.03	6.00	4.27	12.92	12.17
SL1344_0258	43.86	53.05	29.56	23.08	6.58	53.68	16.37	63.22	35.96	14.02	30.19	31.49	34.33	32.03	3.31	18.70	38.23
SL1344_2619	5.08	2.00	6.41	9.13	7.54	2.83	12.34	2.51	4.10	5.80	8.38	5.48	2.81	7.08	2.35	16.71	18.48
SL1344_2620	274.33	347.88	521.01	673.39	344.02	211.75	579.94	481.98	820.58	532.77	470.25	604.73	592.22	898.17	961.62	630.65	718.43
SL1344_2621	87.57	68.76	69.37	73.73	16.72	87.73	76.32	140.68	59.42	69.77	80.70	82.49	67.00	85.17	32.71	70.59	396.06
SL1344_2622	91.07	83.73	78.63	86.72	21.63	93.48	131.29	157.92	66.86	50.75	52.34	83.15	81.25	153.37	72.81	78.69	526.29
SL1344_2623	142.52	146.63	124.63	87.84	14.79	167.05	153.82	239.50	155.13	60.45	89.19	120.14	140.94	122.20	18.32	67.79	209.53
SL1344_ncRNA_173	63.49	91.75	301.90	100.77	499.75	61.05	159.28	87.96	236.33	100.96	196.02	125.04	201.67	49.81	26.68	475.09	18.14
SL1344_2624	55.85	146.01	645.70	2720.40	1315.92	63.25	3557.68	633.21	6690.38	42501.33	9200.47	757.30	185.66	257.81	3343.08	1733.44	746.41
SL1344_ncRNA_174	39.82	100.83	673.60	1879.12	2329.57	51.62	2095.86	322.73	3338.49	36916.00	14390.54	775.41	182.52	236.86	2476.43	2949.33	881.92
SL1344_ncRNA_175	284.14	365.69	429.09	391.99	134.09	367.16	902.31	579.14	664.25	471.90	685.99	450.26	709.73	1306.04	633.20	903.28	1287.43
SL1344_2625	18.32	13.79	15.84	17.53	4.78	8.51	27.08	19.30	15.25	8.25	8.10	19.17	39.06	18.11	20.29	15.94	122.23
SL1344_0024	4.72	1.81	1.86	2.79	4.01	1.96	1.19	2.76	2.74	3.78	1.76	2.95	2.89	2.20	1.48	2.50	2.05
SL1344_0259	38.12	31.76	37.02	36.80	13.59	22.31	32.68	51.81	35.22	41.17	32.05	37.98	41.44	27.36	19.64	34.00	37.19
SL1344_2626	4.45	2.22	5.15	9.85	9.88	2.17	9.34	4.16	3.70	4.52	6.98	6.96	6.96	15.09	9.34	18.35	25.03
SL1344_ncRNA_176	6.94	8.79	10.41	13.62	21.97	3.48	80.72	12.53	29.25	59.42	42.34	20.80	9.55	14.97	74.28	40.00	16.92
SL1344_2627	28.46	22.85	17.58	16.40	7.96	22.13	40.31	42.04	25.04	23.44	21.51	21.44	159.56	106.92	279.53	74.29	78.82
SL1344_2628	31.32	31.60	17.53	19.86	7.48	19.98	75.03	58.32	27.27	35.98	19.54	21.93	198.73	191.17	557.69	97.79	115.47
SL1344_2629	48.96	61.63	23.04	20.69	40.33	63.64	37.36	64.43	25.93	127.13	48.65	26.75	21.74	42.01	26.17	27.94	30.21
SL1344_2630	14.89	13.70	7.03	6.83	5.73	16.82	6.27	17.71	7.89	16.58	13.73	12.10	6.88	8.96	2.06	7.07	13.05
SL1344_2646	2442.91	1681.03	984.01	428.47	34.18	1898.68	681.65	2603.19	724.36	190.62	120.53	639.14	1134.73	497.31	149.79	81.83	1288.46
SL1344_2647	1283.92	980.09	589.24	264.59	7.69	1245.61	244.37	1524.07	416.74	87.26	96.18	435.32	650.86	238.12	38.75	33.88	708.52
SL1344_2648	2687.21	1963.49	1101.74	551.09	10.55	2176.11	403.94	2592.02	692.37	177.58	216.65	851.36	1201.81	382.73	43.04	63.62	814.72
SL1344_2649	4959.52	4083.58	2152.17	1025.29	32.78	4064.55	1703.28	4716.73	1518.47	321.09	372.16	1311.45	1962.73	1056.34	145.25	124.96	2285.99
SL1344_0260	3.04	1.73	1.88	2.37	3.94	1.63	0.91	2.03	1.63	2.59	3.23	2.52	2.43	2.77	1.57	2.29	2.97
SL1344_2650	61.52	55.56	54.64	54.00	6.86	65.42	44.41	98.15	43.26	49.68	54.10	57.02	57.30	34.23	28.15	29.38	84.51
SL1344_2651	60.47	56.72	40.40	26.17	8.14	44.28	41.53	70.69	29.53	14.70	29.02	41.20	49.69	47.95	9.65	30.26	48.65
SL1344_2652	67.31	59.17	40.23	28.50	6.33	98.53	18.73	62.63	42.51	16.54	30.45	46.26	57.27	62.59	11.79	42.18	45.49
SL1344_ncRNA_178	274.10	278.22	209.96	142.11	30.11	679.40	78.11	235.90	284.17	57.31	180.77	217.44	282.81	316.26	94.93	267.42	86.36
SL1344_2654	434.19	359.28	231.75	197.14	27.45	164.58	1393.85	568.61	1351.30	191.93	115.91	330.73	197.91	89.38	65.21	96.51	260.48
SL1344_2655	12.36	11.92	14.16	15.96	4.39	9.48	16.74	20.63	13.34	30.94	17.53	16.75	13.73	13.19	14.41	23.23	25.79
SL1344_2656	21.18	23.61	22.88	20.22	5.08	19.90	27.33	35.55	15.82	12.71	14.44	38.25	11.75	10.98	250.57	46.73	25.09
SL1344_2657	191.28	181.99	141.74	122.69	25.12	137.92	127.59	238.43	188.34	190.50	146.51	149.51	148.69	103.87	187.88	109.42	202.83
SL1344_2658	69.96	59.42	69.61	93.61	14.74	40.56	63.03	153.70	82.61	119.27	109.92	99.21	74.01	29.18	62.93	55.70	88.22
SL1344_0261	2.32	1.05	1.93	1.87	3.09	0.26	0.48	1.43	0.53	1.08	1.23	1.44	1.86	1.87	0.38	1.07	1.50
SL1344_2659	92.76	86.17	93.45	130.99	20.38	56.60	96.73	151.47	124.00	195.41	125.98	107.93	96.04	63.41	124.91	70.10	122.05
SL1344_2660	173.43	158.10	113.88	85.59	15.99	166.54	168.53	135.98	94.76	45.61	99.77	107.16	120.85	90.50	29.01	65.28	80.35
SL1344_2661	1.66	1.14	1.85	2.31	19.89	0.59	1.92	0.90	1.09	1.51	0.94	1.08	1.29	2.09	1.01	3.22	1.18
SL1344_ncRNA_179	10.27	9.26	11.19	11.36	5.25	3.49	13.54	14.30	15.84	8.80	12.08	11.42	11.68	10.10	6.05	9.46	13.85
SL1344_2662	1.05	0.46	1.41	1.47	4.27	0.24	1.19	1.11	0.90	1.46	0.87	0.83	0.75	1.00	0.98	1.27	1.04
SL1344_ncRNA_180	142.56	212.70	150.09	345.73	386.78	75.67	477.84	235.71	769.06	2215.76	374.06	185.34	136.23	164.77	757.97	263.25	84.88
SL1344_2663	2.71	0.42	0.98	1.96	6.10	0.20	0.82	0.49	0.82	0.81	0.50	0.80	1.11	1.34	0.56	1.02	1.02
SL1344_2664	1.21	1.51	1.32	1.84	3.57	0.22	1.13	0.80	1.60	1.85	0.88	1.46	0.99	2.30	0.92	1.82	1.73
SL1344_2725	2.62	0.31	1.38	2.25	3.11	0.40	0.56	1.45	2.34	7.04	1.39	0.58	0.69	0.24	0.92	0.57	6.87
SL1344_0262	2.52	1.90	2.63	3.16	3.71	0.59	1.14	2.35	2.26	2.59	1.77	1.97	2.37	2.59	0.26	1.92	2.28
SL1344_2726	48.44	52.49	37.11	26.06	2.47	44.69	66.79	50.93	28.78	7.53	27.35	39.42	38.61	27.06	1.66	15.32	22.84
SL1344_2727	25.31	35.70	33.59	29.24	8.37	35.92	88.98	42.77	45.48	40.88	44.64	38.38	56.07	46.90	14.71	58.77	43.41
SL1344_2728	2.39	2.42	2.05	2.41	5.32	1.60	2.22	1.66	3.47	2.73	1.27	1.48	2.46	1.87	5.71	5.27	0.76
SL1344_2729	2.27	0.25	0.45	1.06	3.17	0.17	0.12	0.45	0.47	0.05	0.59	0.46	0.41	0.27	0.15	0.55	0.30
SL1344_2730	65.05	128.88	112.23	61.31	10.98	181.95	148.23	229.24	156.06	103.65	132.25	77.00	85.54	168.11	29.74	78.87	44.63
SL1344_2731	20.54	52.48	48.52	24.51	1.95	98.05	79.59	98.82	70.06	36.10	66.31	37.64	34.52	99.40	5.55	28.53	29.32
SL1344_2732	143.38	174.79	109.23	105.59	8.46	123.72	109.39	205.14	221.79	174.55	84.57	90.06	97.38	75.27	116.03	69.29	36.92
SL1344_2733	2.49	0.92	0.97	1.51	1.27	3.02	2.52	2.51	1.58	0.34	1.20	2.06	3.42	2.31	1.88	2.44	5.46
SL1344_2734	3.33	0.25	0.32	1.23	7.17	0.16	0.46	0.41	0.00	0.19	0.00	0.20	0.93	0.39	0.51	1.33	1.51
SL1344_0263	2.73	3.16	3.12	3.89	3.17	0.87	3.87	4.04	2.72	5.34	2.48	2.79	3.13	2.55	0.76	2.44	3.36
SL1344_2735	3.95	0.17	0.15	2.12	9.02	0.23	0.00	0.19	0.00	0.26	0.55	0.14	0.47	0.27	0.57	1.37	1.09
SL1344_2736	2.03	0.07	0.06	0.84	4.61	0.09	0.00	0.07	0.15	0.00	0.28	0.00	0.32	0.31	0.27	0.71	0.81
SL1344_2737	1.46	0.51	0.49	1.24	3.45	0.42	0.47	0.70	0.29	0.29	0.67	0.42	0.65	0.90	0.53	0.90	1.45
SL1344_2738	23.18	18.12	20.82	14.76	2.71	20.57	21.57	19.05	14.09	6.42	8.95	11.57	16.20	8.80	1.33	4.17	7.27
SL1344_2739	2.63	0.72	1.39	1.68	3.32	0.95	2.63	0.56	1.18	4.46	1.82	1.76	1.25	0.56	1.34	1.50	1.50
SL1344_2740	3.42	0.12	0.39	1.52	3.64	0.15	0.21	0.38	0.27	0.17	0.36	0.57	0.78	0.27	0.09	0.71	0.82
SL1344_2741	2.44	0.23	0.39	1.49	4.22	0.00	0.85	0.59	0.35	1.04	0.81	0.63	0.79	0.24	0.38	1.35	1.00
SL1344_2742	3.25	0.30	0.25	1.15	3.91	0.06	0.23	0.32	0.19	0.25	0.35	0.17	0.46	0.23	0.24	0.92	0.64
SL1344_2743	1.19	0.15	0.20	1.84	2.76	0.15	0.43	0.47	0.40	5.76	3.00	0.51	0.18	0.27	0.41	0.48	2.04
SL1344_2744	2.57	0.45	0.88	1.12	1.86	0.69	0.82	0.73	0.60	2.46	1.40	0.97	0.76	0.17	1.40	1.09	0.56
SL1344_0264	2.73	1.97	1.74	2.37	4.09	1.25	1.16	2.25	2.08	3.68	2.15	2.06	2.57	1.41	1.49	1.82	2.44
SL1344_2745	6.68	10.31	7.31	2.90	1.25	8.52	7.65	14.61	6.25	2.97	4.29	4.31	5.99	10.24	0.80	6.73	4.04
SL1344_2746	12.01	18.24	14.96	9.04	4.55	12.31	28.58	21.51	9.83	11.04	15.29	11.09	7.78	15.59	3.70	16.52	10.61
SL1344_ncRNA_181	2.15	1.19	0.50	1.68	2.75	1.57	2.55	2.17	1.82	10.43	2.49	1.62	2.15	1.54	0.98	1.89	4.15
SL1344_ncRNA_182	4.07	0.00	0.00	1.51	4.66	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.31	0.00	0.00	1.03	0.57
SL1344_2750	4.59	5.13	9.10	9.18	2.49	2.58	4.04	6.70	7.01	8.45	7.68	9.18	7.97	11.17	4.41	5.91	39.90
SL1344_2751	42.17	81.43	81.73	42.93	3.30	114.11	55.42	149.12	159.20	37.37	58.40	55.41	59.94	91.19	8.95	43.94	16.00
SL1344_2752	74.63	145.73	118.27	70.15	4.56	158.50	93.97	225.03	259.06	92.53	99.63	80.64	90.17	127.02	12.28	77.57	38.87
SL1344_2753	5.80	3.48	4.41	5.00	8.46	3.16	2.40	6.68	6.49	18.30	5.70	5.33	1.92	5.39	6.25	3.54	8.10
SL1344_0265	2.49	0.50	0.85	2.40	3.14	0.38	1.06	1.03	0.50	5.52	1.74	1.00	1.18	1.90	1.42	2.47	2.50
SL1344_2754	4.00	1.35	1.14	2.12	4.94	0.89	0.55	2.06	1.81	7.33	2.60	2.21	1.38	1.74	1.29	3.08	3.90
SL1344_2755	3.22	2.53	3.67	5.78	5.14	4.14	10.20	10.72	9.14	12.33	7.08	11.62	2.05	3.27	2.67	3.59	2.78
SL1344_2756	12.21	7.02	22.00	40.20	9.51	15.76	51.79	51.71	52.09	125.99	37.28	49.66	5.00	6.26	5.72	14.45	6.73
SL1344_2757	6.51	7.28	12.79	11.80	21.05	3.45	33.42	6.98	9.26	10.93	16.55	14.01	6.10	10.30	2.80	31.18	25.65
SL1344_2758	5.53	1.81	0.84	1.70	11.88	1.15	6.43	3.84	612.10	1.75	0.98	1.86	4.08	0.14	42.07	1.21	40.15
SL1344_2759	3.83	1.57	1.22	1.67	4.68	2.02	2.81	2.28	249.16	2.46	1.44	1.83	2.22	0.81	7.32	1.41	20.14
SL1344_2760	2.63	1.05	0.80	1.25	2.57	1.38	1.44	1.26	69.95	0.55	0.66	1.41	1.49	0.61	0.39	0.94	8.73
SL1344_2761	2.68	2.57	2.76	1.67	3.41	2.02	2.94	4.27	76.62	4.49	1.75	2.44	1.79	2.10	1.94	2.27	13.59
SL1344_2762	4.92	2.48	2.60	2.62	18.17	1.89	19.67	3.63	403.34	6.19	3.09	3.68	4.86	6.28	37.60	7.21	69.80
SL1344_0266	3.75	2.07	1.81	2.28	2.44	1.27	2.81	3.78	1.22	1.33	1.03	1.71	2.11	0.73	0.24	0.98	2.53
SL1344_2763	11.60	8.65	31.06	98.40	8.70	6.86	59.50	14.98	6.10	6.69	11.14	31.23	33.58	970.19	732.30	998.96	1872.23
SL1344_2764	73.81	44.17	269.27	330.11	9.53	26.34	293.44	321.35	19.12	17.98	64.45	458.32	281.23	2111.18	311.81	789.21	1881.32
SL1344_2765	92.51	64.80	271.88	314.12	9.34	38.04	351.45	187.05	59.89	15.27	71.08	419.51	395.93	1215.22	130.97	370.15	997.25
SL1344_2767	17.56	13.80	16.18	16.22	15.51	6.53	28.89	34.15	23.50	25.27	11.16	8.12	10.38	9.05	12.80	16.13	74.37
SL1344_2768	6.58	5.97	26.63	29.50	4.94	2.18	18.32	19.10	79.01	9.53	6.50	10.50	8.86	4.63	4.11	7.33	18.00
SL1344_2769	5.14	7.62	45.13	46.80	7.95	0.76	53.17	45.92	163.76	7.25	4.24	16.07	13.10	3.81	4.04	5.26	38.08
SL1344_2770	2.76	2.46	22.74	4.72	4.87	1.23	5.75	3.87	15.81	3.60	2.09	2.44	2.89	3.51	5.46	6.10	6.24
SL1344_2771	2.81	1.05	12.29	4.93	7.08	0.40	3.03	0.66	6.19	0.90	0.94	1.35	1.83	0.81	1.48	1.85	3.76
SL1344_2772	3.73	2.02	19.54	6.21	5.81	1.13	5.52	1.84	7.25	5.36	4.14	5.61	2.63	2.16	2.15	3.60	4.94
SL1344_0267	1.90	1.08	1.52	2.70	0.22	0.16	2.42	1.97	1.10	1.98	1.13	1.86	1.63	0.84	0.98	1.28	4.22
